,Unnamed: 0,나이,성별,최종접속일,유입경로,유입기기,회원 가입일,사업자구분,회원구분,주문자ID,Recency,Recency_int,Frequency,Monetary,Total,Rank
2281,2281,48,남자,2018-07-07 오전 1:29,전단지광고,모바일,2018-07-07,개인,일반,2281V00A1,72 days,72,3,188290,94167.2,D
2282,2282,47,여자,2018-09-10 오전 10:55,인터넷검색,PC,2018-07-07,개인,일반,2282V00A1,72 days,72,2,168940,84492.0,D
2283,2283,49,남자,2018-07-07 오후 5:40,지인추천,PC,2018-07-07,사업자,딜러 유치 회원,2283V00A1,72 days,72,3,144810,72427.2,D
2284,2284,47,남자,2018-07-07 오후 11:10,지인추천,모바일,2018-07-07,사업자,사업자,2284V00A1,72 days,72,3,185740,92892.2,D
2285,2285,48,남자,2018-07-08 오후 2:38,블로그광고,모바일,2018-07-08,개인,일반,2285V00A1,20 days,20,7,506980,253497.4,B
2286,2286,48,남자,2018-07-13 오후 6:30,블로그광고,모바일,2018-07-08,개인,일반,2286V00A1,72 days,72,1,99400,49721.8,D
2287,2287,30,남자,2019-03-29 오후 8:14,카카오톡광고,모바일,2018-07-08,사업자,사업자,2287V00A1,22 days,22,14,959380,479699.4,B
2288,2288,47,남자,2018-11-29 오후 7:36,SNS광고,모바일,2018-07-08,개인,일반,2288V00A1,72 days,72,23,2279560,1139806.2,A
2289,2289,48,남자,2018-07-10 오후 7:43,인터넷검색,모바일,2018-07-08,사업자,사업자,2289V00A1,72 days,72,1,59990,30016.8,D
2290,2290,47,남자,2018-07-08 오후 4:02,SNS광고,모바일,2018-07-08,개인,일반,2290V00A1,72 days,72,1,98600,49321.8,D
2291,2291,48,남자,2018-07-09 오전 6:48,잡지광고,모바일,2018-07-08,개인,일반,2291V00A1,72 days,72,2,63070,31557.0,D
2292,2292,48,남자,2018-07-09 오전 1:54,블로그광고,모바일,2018-07-09,개인,일반,2292V00A1,71 days,71,2,107210,53626.7,D
2293,2293,48,남자,2018-07-09 오후 3:01,블로그광고,PC,2018-07-09,개인,일반,2293V00A1,23 days,23,14,1255570,627794.7,B
2294,2294,48,남자,2018-07-09 오후 9:29,블로그광고,모바일,2018-07-09,개인,일반,2294V00A1,71 days,71,1,75820,37931.5,D
2295,2295,32,여자,2019-05-09 오후 5:26,카카오톡광고,모바일,2018-07-09,개인,일반,2295V00A1,71 days,71,6,578870,289457.5,B
2296,2296,44,남자,2019-04-30 오전 11:41,인터넷검색,모바일,2018-07-09,사업자,사업자,2296V00A1,35 days,35,10,729200,364612.5,B
2297,2297,49,남자,2018-07-09 오후 3:08,지인추천,PC,2018-07-09,사업자,딜러 유치 회원,2297V00A1,71 days,71,3,176690,88366.9,D
2298,2298,39,남자,2019-05-06 오전 9:32,인터넷검색,모바일,2018-07-09,개인,일반,2298V00A1,71 days,71,2,132570,66306.7,D
2299,2299,31,남자,2018-09-27 오전 10:53,이메일광고,PC,2018-07-09,개인,전화주문 고객,2299V00A1,71 days,71,1,59670,29856.5,D
2300,2300,34,남자,2018-07-09 오후 2:38,이메일광고,PC,2018-07-09,개인,전화주문 고객,2300V00A1,34 days,34,23,1859570,929799.8,A
2301,2301,48,남자,2018-09-27 오전 11:14,지인추천,PC,2018-07-09,사업자,딜러 유치 회원,2301V00A1,71 days,71,2,99280,49661.7,D
2302,2302,45,남자,2018-07-09 오후 5:57,전단지광고,모바일,2018-07-09,사업자,사업자,2302V00A1,71 days,71,3,224460,112251.9,C
2303,2303,48,남자,2018-07-10 오후 12:29,블로그광고,모바일,2018-07-10,개인,일반,2303V00A1,71 days,71,3,202750,101396.9,D
2304,2304,48,남자,2018-07-10 오후 6:07,블로그광고,모바일,2018-07-10,개인,일반,2304V00A1,71 days,71,9,528580,264313.1,B
2305,2305,48,남자,2018-07-24 오후 8:19,블로그광고,모바일,2018-07-10,개인,일반,2305V00A1,71 days,71,4,267390,133717.1,C
2306,2306,45,남자,2018-07-11 오전 11:20,인터넷검색,PC,2018-07-10,개인,사업자,2306V00A1,71 days,71,5,317100,158572.3,C
2307,2307,40,남자,2019-05-27 오후 5:18,전단지광고,PC,2018-07-10,사업자,사업자,2307V00A1,71 days,71,3,269640,134841.9,C
2308,2308,57,남자,2018-07-10 오전 8:52,지인추천,모바일,2018-07-10,사업자,딜러 유치 회원,2308V00A1,27 days,27,4,234640,117328.9,C
2309,2309,44,남자,2018-07-10 오전 6:28,인터넷검색,모바일,2018-07-10,사업자,사업자,2309V00A1,21 days,21,31,1862700,931362.5,A
2310,2310,46,남자,2019-04-23 오후 5:33,전단지광고,모바일,2018-07-10,사업자,사업자,2310V00A1,71 days,71,9,345490,172768.1,C
2311,2311,53,남자,2018-12-20 오후 4:03,블로그광고,PC,2018-07-10,개인,전화주문 고객,2311V00A1,71 days,71,2,130870,65456.7,D
2312,2312,33,남자,2018-07-10 오전 9:55,이메일광고,PC,2018-07-10,개인,전화주문 고객,2312V00A1,43 days,43,18,1605340,802686.5,A
2313,2313,42,남자,2019-05-21 오전 9:40,인터넷검색,모바일,2018-07-10,사업자,사업자,2313V00A1,70 days,70,1,37380,18711.2,D
2314,2314,40,여자,2019-05-26 오후 2:28,지인추천,PC,2018-07-10,사업자,딜러 유치 회원,2314V00A1,70 days,70,2,168640,84341.4,D
2315,2315,42,남자,2018-09-11 오후 10:37,전단지광고,PC,2018-07-10,사업자,사업자,2315V00A1,70 days,70,6,410230,205137.2,C
2316,2316,48,남자,2018-07-11 오후 8:20,블로그광고,모바일,2018-07-11,개인,일반,2316V00A1,70 days,70,1,64000,32021.2,D
2317,2317,47,남자,2018-07-11 오후 11:59,SNS광고,모바일,2018-07-11,개인,일반,2317V00A1,21 days,21,9,562120,281068.1,B
2318,2318,37,남자,2019-05-01 오후 7:00,신문광고,PC,2018-07-11,개인,일반,2318V00A1,70 days,70,1,87410,43726.2,D
2319,2319,47,남자,2018-07-11 오후 12:43,전단지광고,모바일,2018-07-11,사업자,사업자,2319V00A1,42 days,42,2,302340,151183.0,C
2320,2320,33,남자,2018-07-12 오전 8:50,이메일광고,PC,2018-07-11,개인,전화주문 고객,2320V00A1,70 days,70,6,291270,145657.2,C
2321,2321,48,남자,2018-07-11 오후 10:24,인터넷검색,모바일,2018-07-11,개인,일반,2321V00A1,63 days,63,2,172860,86449.3,D
2322,2322,30,남자,2019-04-03 오전 10:40,인터넷검색,PC,2018-07-11,사업자,사업자,2322V00A1,70 days,70,3,184940,92491.6,D
2323,2323,47,남자,2019-05-02 오후 11:14,블로그광고,PC,2018-07-12,개인,일반,2323V00A1,70 days,70,1,63070,31556.2,D
2324,2324,40,남자,2019-05-31 오후 6:40,SNS광고,모바일,2018-07-12,개인,일반,2324V00A1,37 days,37,10,673280,336653.1,B
2325,2325,48,남자,2018-07-12 오후 10:36,블로그광고,PC,2018-07-12,개인,일반,2325V00A1,30 days,30,3,268960,134489.6,C
2326,2326,40,남자,2019-02-12 오후 4:03,SNS광고,모바일,2018-07-12,개인,일반,2326V00A1,70 days,70,3,182980,91511.6,D
2327,2327,48,남자,2018-07-18 오후 2:23,인터넷검색,모바일,2018-07-12,개인,일반,2327V00A1,70 days,70,9,495900,247972.8,B
2328,2328,24,남자,2019-04-03 오후 6:48,카카오톡광고,모바일,2018-07-12,사업자,딜러 유치 회원,2328V00A1,33 days,33,12,488530,244277.3,B
2329,2329,32,남자,2018-07-12 오후 1:58,이메일광고,PC,2018-07-12,개인,전화주문 고객,2329V00A1,70 days,70,1,80070,40056.2,D
2330,2330,40,남자,2019-05-06 오전 3:46,전단지광고,모바일,2018-07-12,사업자,사업자,2330V00A1,70 days,70,6,362040,181042.2,C
2331,2331,49,남자,2018-07-12 오후 6:36,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2331V00A1,24 days,24,2,123800,61907.6,D
2332,2332,79,남자,2018-12-20 오후 4:06,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2332V00A1,69 days,69,1,45190,22615.9,D
2333,2333,45,남자,2019-05-24 오후 3:15,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2333V00A1,26 days,26,8,485760,242889.4,B
2334,2334,77,남자,2019-02-27 오후 2:45,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2334V00A1,35 days,35,7,417360,208691.9,C
2335,2335,39,남자,2019-05-03 오후 4:29,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2335V00A1,23 days,23,10,1030600,515308.9,B
2336,2336,46,남자,2018-09-27 오전 11:19,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2336V00A1,69 days,69,7,677950,338997.1,B
2337,2337,52,남자,2018-10-08 오후 12:06,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2337V00A1,69 days,69,1,18500,9270.9,D
2338,2338,55,남자,2019-04-03 오후 8:13,지인추천,PC,2018-07-12,사업자,딜러 유치 회원,2338V00A1,69 days,69,4,138310,69176.5,D
2339,2339,48,남자,2018-07-13 오전 3:04,블로그광고,PC,2018-07-13,개인,일반,2339V00A1,69 days,69,1,61900,30970.9,D
2340,2340,48,남자,2018-07-13 오후 2:12,블로그광고,PC,2018-07-13,개인,일반,2340V00A1,27 days,27,6,454710,227364.3,B
2341,2341,48,남자,2018-07-13 오후 5:44,블로그광고,PC,2018-07-13,개인,일반,2341V00A1,69 days,69,2,119750,59896.1,D
2342,2342,48,남자,2018-08-17 오후 3:02,블로그광고,PC,2018-07-13,개인,일반,2342V00A1,69 days,69,3,109040,54541.3,D
2343,2343,45,남자,2018-09-05 오후 4:51,지인추천,모바일,2018-07-13,사업자,사업자,2343V00A1,69 days,69,1,101640,50840.9,D
2344,2344,47,남자,2018-07-13 오전 11:45,인터넷검색,PC,2018-07-13,개인,일반,2344V00A1,69 days,69,5,286080,143061.7,C
2345,2345,46,남자,2018-07-13 오후 4:10,인터넷검색,PC,2018-07-13,사업자,사업자,2345V00A1,23 days,23,9,668160,334088.7,B
2346,2346,57,남자,2018-10-11 오전 11:39,인터넷검색,PC,2018-07-13,사업자,사업자,2346V00A1,29 days,29,6,422860,211439.9,C
2347,2347,32,남자,2018-07-13 오전 9:29,이메일광고,PC,2018-07-13,개인,전화주문 고객,2347V00A1,68 days,68,1,49700,24870.6,D
2348,2348,40,남자,2019-05-31 오전 10:03,인터넷기사광고,PC,2018-07-13,개인,전화주문 고객,2348V00A1,48 days,48,3,199840,99935.0,D
2349,2349,32,남자,2018-07-13 오후 4:46,이메일광고,PC,2018-07-13,개인,전화주문 고객,2349V00A1,68 days,68,2,150970,75505.8,D
2350,2350,43,남자,2018-07-30 오전 11:07,전단지광고,모바일,2018-07-13,사업자,사업자,2350V00A1,68 days,68,1,68970,34505.6,D
2351,2351,48,남자,2018-07-14 오후 4:19,블로그광고,PC,2018-07-14,개인,일반,2351V00A1,68 days,68,1,103300,51670.6,D
2352,2352,48,남자,2018-07-14 오후 2:42,블로그광고,PC,2018-07-14,개인,일반,2352V00A1,68 days,68,1,118250,59145.6,D
2353,2353,48,남자,,블로그광고,PC,2018-07-14,개인,일반,2353V00A1,63 days,63,6,268390,134215.1,C
2354,2354,47,남자,2019-03-10 오후 5:22,SNS광고,모바일,2018-07-15,개인,일반,2354V00A1,67 days,67,1,121800,60920.3,D
2355,2355,40,남자,2019-05-02 오후 12:41,기타,모바일,2018-07-15,사업자,사업자,2355V00A1,36 days,36,4,340380,170201.6,C
2356,2356,40,남자,2018-07-17 오후 12:52,인터넷기사광고,PC,2018-07-15,사업자,특별회원,2356V00A1,67 days,67,4,210210,105125.9,C
2357,2357,47,남자,2018-11-26 오후 11:18,SNS광고,모바일,2018-07-16,개인,일반,2357V00A1,66 days,66,1,61900,30970.0,D
2358,2358,48,남자,2018-07-16 오후 12:58,블로그광고,모바일,2018-07-16,개인,일반,2358V00A1,65 days,65,1,96920,48479.7,D
2359,2359,48,남자,2018-07-16 오전 8:57,인터넷검색,모바일,2018-07-16,개인,일반,2359V00A1,30 days,30,2,233400,116709.4,C
2360,2360,47,남자,2018-07-21 오후 7:20,지인추천,PC,2018-07-16,개인,일반,2360V00A1,65 days,65,1,65640,32839.7,D
2361,2361,47,남자,2019-05-27 오후 12:21,인터넷검색,모바일,2018-07-16,개인,일반,2361V00A1,65 days,65,1,118250,59144.7,D
2362,2362,41,남자,2018-10-04 오후 2:53,인터넷검색,모바일,2018-07-16,사업자,사업자,2362V00A1,29 days,29,5,554510,277264.7,B
2363,2363,40,여자,2019-05-31 오후 12:26,지인추천,모바일,2018-07-16,사업자,특별회원,2363V00A1,65 days,65,1,49700,24869.7,D
2364,2364,28,남자,2019-03-18 오전 11:07,이메일광고,PC,2018-07-16,개인,전화주문 고객,2364V00A1,23 days,23,9,537780,268898.7,B
2365,2365,33,남자,2018-07-16 오후 5:45,이메일광고,PC,2018-07-16,개인,전화주문 고객,2365V00A1,65 days,65,2,131470,65754.9,D
2366,2366,35,남자,2019-05-03 오전 11:07,지인추천,PC,2018-07-16,사업자,딜러 유치 회원,2366V00A1,65 days,65,3,142740,71390.1,D
2367,2367,44,남자,2019-05-08 오후 4:12,SNS광고,모바일,2018-07-17,개인,일반,2367V00A1,22 days,22,9,456030,228023.4,B
2368,2368,48,남자,2018-07-17 오후 11:40,블로그광고,PC,2018-07-17,개인,일반,2368V00A1,65 days,65,1,98600,49319.7,D
2369,2369,44,남자,2018-07-17 오전 11:58,지인추천,모바일,2018-07-17,사업자,사업자,2369V00A1,65 days,65,1,37380,18709.7,D
2370,2370,44,남자,2018-07-17 오후 1:13,지인추천,PC,2018-07-17,사업자,사업자,2370V00A1,64 days,64,9,680890,340466.0,B
2371,2371,73,남자,2018-08-14 오후 2:35,신문광고,PC,2018-07-17,사업자,전화주문 고객,2371V00A1,65 days,65,2,46750,23394.9,D
2372,2372,30,남자,2019-02-22 오전 11:19,이메일광고,PC,2018-07-17,개인,전화주문 고객,2372V00A1,65 days,65,1,103300,51669.7,D
2373,2373,29,남자,2018-08-16 오전 10:03,이메일광고,PC,2018-07-17,개인,전화주문 고객,2373V00A1,55 days,55,2,61260,30646.9,D
2374,2374,34,남자,2018-07-17 오후 4:19,이메일광고,PC,2018-07-17,개인,전화주문 고객,2374V00A1,22 days,22,6,423210,211612.8,C
2375,2375,45,남자,2018-07-17 오후 2:44,잡지광고,모바일,2018-07-17,사업자,사업자,2375V00A1,65 days,65,1,77000,38519.7,D
2376,2376,45,남자,2018-07-18 오전 11:18,전단지광고,PC,2018-07-18,사업자,사업자,2376V00A1,65 days,65,4,209070,104555.3,C
2377,2377,48,남자,2018-07-19 오후 6:13,인터넷검색,PC,2018-07-18,개인,일반,2377V00A1,48 days,48,3,131770,65900.0,D
2378,2378,30,남자,2019-03-20 오후 1:40,이메일광고,PC,2018-07-18,개인,전화주문 고객,2378V00A1,51 days,51,6,460890,230461.5,B
2379,2379,30,남자,2018-12-26 오후 5:21,이메일광고,PC,2018-07-18,개인,전화주문 고객,2379V00A1,49 days,49,6,584840,292435.9,B
2380,2380,34,남자,2018-08-09 오후 2:13,이메일광고,PC,2018-07-18,개인,전화주문 고객,2380V00A1,28 days,28,4,316790,158404.2,C
2381,2381,30,남자,2018-10-01 오전 10:28,이메일광고,PC,2018-07-18,사업자,전화주문 고객,2381V00A1,64 days,64,2,110820,55429.6,D
2382,2382,48,남자,2018-07-19 오후 1:27,블로그광고,모바일,2018-07-19,개인,일반,2382V00A1,64 days,64,1,64070,32054.4,D
2383,2383,29,남자,2018-11-14 오후 7:48,카카오톡광고,모바일,2018-07-19,개인,일반,2383V00A1,64 days,64,3,200770,100404.8,D
2384,2384,32,남자,2019-02-17 오전 10:17,카카오톡광고,모바일,2018-07-19,사업자,사업자,2384V00A1,64 days,64,1,57850,28944.4,D
2385,2385,29,남자,2019-05-13 오전 10:56,이메일광고,PC,2018-07-19,사업자,사업자,2385V00A1,64 days,64,2,216850,108444.6,C
2386,2386,47,남자,2018-07-19 오후 12:16,전단지광고,PC,2018-07-19,사업자,사업자,2386V00A1,64 days,64,4,189460,94750.0,D
2387,2387,44,남자,2018-07-19 오후 4:03,전단지광고,모바일,2018-07-19,사업자,사업자,2387V00A1,64 days,64,1,103720,51879.4,D
2388,2388,28,남자,2019-04-30 오후 1:12,전단지광고,모바일,2018-07-19,사업자,사업자,2388V00A1,64 days,64,1,68970,34504.4,D
2389,2389,47,남자,2018-07-19 오후 2:28,전단지광고,모바일,2018-07-19,사업자,사업자,2389V00A1,64 days,64,1,118250,59144.4,D
2390,2390,37,여자,2018-12-31 오전 6:33,전단지광고,PC,2018-07-19,사업자,사업자,2390V00A1,64 days,64,1,120800,60419.4,D
2391,2391,47,남자,2018-07-24 오후 1:00,전단지광고,모바일,2018-07-19,사업자,사업자,2391V00A1,64 days,64,7,459140,229590.6,B
2392,2392,47,남자,2019-01-04 오전 11:42,전단지광고,PC,2018-07-19,사업자,사업자,2392V00A1,63 days,63,1,93150,46594.1,D
2393,2393,47,남자,2019-02-24 오전 12:34,전단지광고,모바일,2018-07-19,사업자,사업자,2393V00A1,63 days,63,1,57850,28944.1,D
2394,2394,46,남자,2018-10-01 오후 1:13,SNS광고,모바일,2018-07-19,개인,일반,2394V00A1,63 days,63,4,175930,87984.7,D
2395,2395,40,여자,2019-05-25 오전 1:03,전단지광고,모바일,2018-07-19,사업자,사업자,2395V00A1,63 days,63,1,74990,37514.1,D
2396,2396,47,남자,2018-07-19 오전 11:12,전단지광고,PC,2018-07-19,사업자,사업자,2396V00A1,63 days,63,1,57850,28944.1,D
2397,2397,47,남자,2018-07-19 오후 7:13,전단지광고,PC,2018-07-19,사업자,사업자,2397V00A1,63 days,63,1,63620,31829.1,D
2398,2398,27,남자,2019-04-23 오전 9:46,이메일광고,PC,2018-07-19,개인,전화주문 고객,2398V00A1,63 days,63,1,55870,27954.1,D
2399,2399,29,남자,2019-04-22 오전 11:17,이메일광고,PC,2018-07-19,개인,전화주문 고객,2399V00A1,63 days,63,3,135240,67639.5,D
2400,2400,34,남자,2018-07-19 오전 11:44,이메일광고,PC,2018-07-19,개인,전화주문 고객,2400V00A1,47 days,47,8,373390,186710.7,C
2401,2401,66,남자,2019-05-28 오전 10:11,인터넷기사광고,PC,2018-07-19,개인,전화주문 고객,2401V00A1,63 days,63,3,105260,52649.5,D
2402,2402,33,남자,2018-12-21 오후 1:09,이메일광고,PC,2018-07-19,개인,전화주문 고객,2402V00A1,61 days,61,5,506730,253384.3,B
2403,2403,47,남자,2018-07-19 오후 8:07,전단지광고,PC,2018-07-19,사업자,사업자,2403V00A1,63 days,63,2,132290,66164.3,D
2404,2404,44,남자,2018-07-19 오후 7:34,잡지광고,PC,2018-07-19,사업자,사업자,2404V00A1,63 days,63,2,94700,47369.3,D
2405,2405,46,남자,2019-03-26 오전 10:30,전단지광고,모바일,2018-07-19,개인,일반,2405V00A1,63 days,63,1,99350,49694.1,D
2406,2406,47,남자,2018-10-08 오후 7:32,인터넷검색,모바일,2018-07-19,개인,일반,2406V00A1,63 days,63,1,99350,49694.1,D
2407,2407,47,남자,2019-01-23 오전 9:01,SNS광고,모바일,2018-07-20,개인,일반,2407V00A1,63 days,63,1,57850,28944.1,D
2408,2408,48,남자,2018-07-20 오후 2:44,블로그광고,모바일,2018-07-20,개인,일반,2408V00A1,56 days,56,4,478810,239422.6,B
2409,2409,47,남자,2018-07-24 오후 1:33,전단지광고,모바일,2018-07-20,사업자,사업자,2409V00A1,62 days,62,1,100170,50103.8,D
2410,2410,47,남자,2018-07-20 오후 1:54,인터넷검색,PC,2018-07-20,사업자,사업자,2410V00A1,62 days,62,2,119750,59894.0,D
2411,2411,31,여자,2019-04-19 오후 3:05,전단지광고,모바일,2018-07-20,사업자,사업자,2411V00A1,62 days,62,3,179610,89824.2,D
2412,2412,40,남자,2019-05-23 오전 10:31,인터넷검색,PC,2018-07-20,개인,일반,2412V00A1,62 days,62,2,396740,198389.0,C
2413,2413,25,여자,2019-05-17 오후 9:08,전단지광고,PC,2018-07-20,사업자,사업자,2413V00A1,62 days,62,12,652220,326131.0,B
2414,2414,45,남자,2018-07-21 오후 2:33,전단지광고,PC,2018-07-20,사업자,사업자,2414V00A1,62 days,62,2,129300,64669.0,D
2415,2415,34,남자,2019-05-07 오후 7:43,전단지광고,모바일,2018-07-20,사업자,사업자,2415V00A1,62 days,62,4,229720,114879.4,C
2416,2416,47,남자,2019-05-20 오후 12:31,전단지광고,모바일,2018-07-20,사업자,사업자,2416V00A1,62 days,62,1,63070,31553.8,D
2417,2417,47,남자,2018-07-20 오후 10:03,잡지광고,모바일,2018-07-20,사업자,사업자,2417V00A1,61 days,61,6,457680,228859.5,B
2418,2418,34,남자,2018-07-20 오후 2:50,이메일광고,PC,2018-07-20,개인,전화주문 고객,2418V00A1,27 days,27,5,388200,194109.1,C
2419,2419,40,남자,2019-02-17 오전 3:46,인터넷기사광고,PC,2018-07-20,개인,전화주문 고객,2419V00A1,61 days,61,2,143010,71523.7,D
2420,2420,31,남자,2019-01-25 오후 3:25,이메일광고,PC,2018-07-20,사업자,전화주문 고객,2420V00A1,61 days,61,1,57850,28943.5,D
2421,2421,32,남자,2019-04-22 오후 2:54,이메일광고,PC,2018-07-20,개인,전화주문 고객,2421V00A1,50 days,50,15,898990,449513.0,B
2422,2422,32,남자,2018-07-20 오후 4:00,이메일광고,PC,2018-07-20,개인,전화주문 고객,2422V00A1,20 days,20,6,450270,225142.2,B
2423,2423,34,남자,2018-07-20 오후 4:55,이메일광고,PC,2018-07-20,개인,전화주문 고객,2423V00A1,20 days,20,5,331350,165682.0,C
2424,2424,28,여자,2019-04-08 오후 3:48,잡지광고,모바일,2018-07-20,사업자,사업자,2424V00A1,63 days,63,1,91520,45779.1,D
2425,2425,48,남자,2018-07-20 오후 1:43,전단지광고,PC,2018-07-20,개인,일반,2425V00A1,56 days,56,5,445610,222822.8,B
2426,2426,48,남자,2018-07-21 오후 8:34,블로그광고,모바일,2018-07-21,개인,일반,2426V00A1,61 days,61,3,137540,68788.9,D
2427,2427,38,남자,2019-03-06 오전 10:53,카카오톡광고,모바일,2018-07-21,사업자,사업자,2427V00A1,60 days,60,1,49700,24868.2,D
2428,2428,47,남자,2018-08-08 오후 6:34,전단지광고,모바일,2018-07-21,사업자,사업자,2428V00A1,35 days,35,4,586270,293146.3,B
2429,2429,31,남자,2018-11-28 오전 11:28,기타,PC,2018-07-21,사업자,전화주문 고객,2429V00A1,60 days,60,1,98600,49318.2,D
2430,2430,48,남자,2018-07-21 오전 10:01,전단지광고,모바일,2018-07-21,개인,일반,2430V00A1,60 days,60,11,610260,305150.2,B
2431,2431,47,남자,2018-07-23 오후 1:55,SNS광고,모바일,2018-07-22,개인,일반,2431V00A1,59 days,59,2,213240,106638.1,C
2432,2432,48,남자,2018-07-22 오후 2:12,블로그광고,PC,2018-07-22,개인,일반,2432V00A1,37 days,37,13,521830,260928.7,B
2433,2433,47,남자,2018-07-22 오후 2:50,인터넷검색,PC,2018-07-22,사업자,사업자,2433V00A1,22 days,22,15,905280,452649.6,B
2434,2434,24,남자,2019-03-18 오후 9:04,카카오톡광고,모바일,2018-07-22,사업자,사업자,2434V00A1,37 days,37,3,268430,134226.7,C
2435,2435,47,남자,2018-07-22 오후 4:01,블로그광고,PC,2018-07-22,사업자,사업자,2435V00A1,56 days,56,3,190010,95022.4,D
2436,2436,47,남자,2018-07-22 오전 12:40,전단지광고,모바일,2018-07-22,사업자,사업자,2436V00A1,58 days,58,1,68970,34502.6,D
2437,2437,47,남자,2018-07-22 오후 9:56,전단지광고,모바일,2018-07-22,사업자,사업자,2437V00A1,58 days,58,3,171850,85943.0,D
2438,2438,48,남자,2018-07-22 오후 7:03,잡지광고,모바일,2018-07-22,개인,일반,2438V00A1,58 days,58,8,482200,241119.0,B
2439,2439,47,남자,2018-07-22 오후 7:47,잡지광고,모바일,2018-07-22,사업자,사업자,2439V00A1,58 days,58,1,100920,50477.6,D
2440,2440,50,남자,2018-08-03 오후 1:25,블로그광고,모바일,2018-07-23,개인,일반,2440V00A1,57 days,57,4,210930,105482.9,C
2441,2441,47,남자,2018-07-25 오전 12:21,SNS광고,모바일,2018-07-23,개인,일반,2441V00A1,58 days,58,4,217170,108603.2,C
2442,2442,23,남자,2019-05-27 오전 9:59,카카오톡광고,모바일,2018-07-23,개인,일반,2442V00A1,22 days,22,9,719620,359818.4,B
2443,2443,46,남자,2019-01-22 오후 9:01,SNS광고,모바일,2018-07-23,개인,일반,2443V00A1,58 days,58,12,746680,373359.8,B
2444,2444,45,남자,2019-03-31 오후 8:40,SNS광고,모바일,2018-07-23,개인,일반,2444V00A1,58 days,58,6,324860,162448.6,C
2445,2445,48,남자,2018-07-30 오후 4:13,블로그광고,모바일,2018-07-23,개인,일반,2445V00A1,58 days,58,4,195140,97588.2,D
2446,2446,48,남자,2018-08-09 오전 11:30,블로그광고,모바일,2018-07-23,개인,일반,2446V00A1,34 days,34,5,258900,129461.2,C
2447,2447,47,남자,2018-09-13 오후 1:40,SNS광고,모바일,2018-07-23,개인,일반,2447V00A1,57 days,57,6,473600,236818.3,B
2448,2448,39,여자,2019-03-26 오후 1:01,잡지광고,모바일,2018-07-23,사업자,사업자,2448V00A1,57 days,57,1,69400,34717.3,D
2449,2449,32,남자,2019-02-15 오후 12:55,전단지광고,PC,2018-07-23,사업자,사업자,2449V00A1,27 days,27,10,913210,456615.1,B
2450,2450,40,남자,2019-05-29 오후 2:21,전단지광고,모바일,2018-07-23,사업자,사업자,2450V00A1,57 days,57,2,111740,55887.5,D
2451,2451,45,남자,2019-04-03 오전 8:56,인터넷검색,PC,2018-07-23,사업자,사업자,2451V00A1,57 days,57,1,57220,28627.3,D
2452,2452,45,남자,2018-07-23 오후 6:29,인터넷검색,PC,2018-07-23,사업자,사업자,2452V00A1,57 days,57,3,32680,16357.7,D
2453,2453,46,남자,2018-09-25 오후 12:47,전단지광고,모바일,2018-07-23,사업자,사업자,2453V00A1,57 days,57,4,202920,101477.9,D
2454,2454,30,남자,2019-04-02 오전 10:45,이메일광고,PC,2018-07-23,개인,전화주문 고객,2454V00A1,25 days,25,2,149100,74557.9,D
2455,2455,36,남자,2019-05-24 오후 2:10,이메일광고,PC,2018-07-23,개인,전화주문 고객,2455V00A1,57 days,57,2,115500,57767.5,D
2456,2456,25,남자,2019-05-29 오후 1:07,이메일광고,PC,2018-07-23,사업자,전화주문 고객,2456V00A1,57 days,57,3,342140,171087.7,C
2457,2457,36,남자,2019-03-12 오후 5:33,이메일광고,PC,2018-07-23,개인,전화주문 고객,2457V00A1,43 days,43,2,129420,64723.3,D
2458,2458,32,남자,2018-07-23 오후 1:33,이메일광고,PC,2018-07-23,개인,전화주문 고객,2458V00A1,57 days,57,4,212290,106162.9,C
2459,2459,34,남자,2019-03-14 오후 4:03,이메일광고,PC,2018-07-23,개인,전화주문 고객,2459V00A1,57 days,57,1,16880,8457.3,D
2460,2460,32,남자,2018-08-08 오후 5:27,이메일광고,PC,2018-07-23,개인,전화주문 고객,2460V00A1,57 days,57,1,98360,49197.3,D
2461,2461,30,남자,2019-05-28 오후 1:47,이메일광고,PC,2018-07-23,개인,전화주문 고객,2461V00A1,57 days,57,1,59990,30012.3,D
2462,2462,32,남자,2018-07-23 오후 2:57,전단지광고,PC,2018-07-23,사업자,전화주문 고객,2462V00A1,57 days,57,2,124690,62362.5,D
2463,2463,31,남자,2019-05-02 오전 10:26,이메일광고,PC,2018-07-23,개인,전화주문 고객,2463V00A1,48 days,48,6,750630,375330.6,B
2464,2464,36,남자,2019-04-03 오전 11:32,이메일광고,PC,2018-07-23,사업자,전화주문 고객,2464V00A1,40 days,40,2,162190,81107.4,D
2465,2465,32,남자,2018-07-23 오후 3:52,이메일광고,PC,2018-07-23,개인,전화주문 고객,2465V00A1,57 days,57,1,47800,23917.3,D
